72,301
32,23
72,249
68,29
66,297
80,262
68,185
68,244
84,180
70,308
60,28
52,210
68,269
22,203
89,110
75,296
78,212
84,339
86,264
88,66
36,355
84,247
23,15
21,358
89,270
80,290
75,326
89,236
16,8
71,264
70,272
78,347
88,157
62,92
31,143
24,15
77,273
74,330
70,289
67,259
54,14
85,70
84,264
81,268
80,217
75,131
72,271
45,220
10,358
38,338
75,354
44,340
80,322
79,191
63,210
83,227
25,328
11,128
85,311
73,204
47,339
30,125
75,242
65,275
85,176
73,256
18,18
58,323
25,201
45,350
89,46
74,275
75,215
80,188
48,2
80,279
75,63
66,226
70,344
89,249
62,264
70,174
75,216
76,109
65,278
89,278
37,45
84,17
72,293
88,352
36,226
76,355
89,240
79,289
4,364
75,244
80,203
12,322
85,322
70,279
8,322
33,330
84,32
86,110
83,141
75,352
68,170
64,278
85,312
78,293
70,285
70,168
68,155
72,210
72,65
23,283
89,264
89,120
70,277
38,206
20,14
15,12
40,11
76,270
5,297
28,82
76,247
73,26
74,258
53,20
80,132
20,20
22,356
46,350
8,118
83,317
62,285
72,150
19,350
83,355
16,140
80,298
48,184
88,188
71,245
20,287
87,227
78,70
90,351
88,241
30,130
26,7
62,280
80,265
74,292
8,61
81,227
80,332
67,180
39,98
43,285
61,353
76,228
75,249
79,291
88,38
89,105
57,4
77,277
84,228
74,208
84,307
46,351
78,338
40,26
68,339
89,152
75,278
70,202
80,334
73,242
80,58
32,24
18,260
82,26
82,100
87,189
85,153
86,209
63,270
85,40
69,334
49,300
74,260
44,157
75,19
83,159
88,169
87,60
72,2
